LIB,VER,Z,SYM,A,M,MF,MT,LIBORIG,VERORIG
JEFF,3.2,30,Zn,64,g,3,73,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,79,JEFF,3.2
JEFF,3.2,29,Cu,66,g,4,79,JEFF,3.2
JEFF,3.2,29,Cu,64,g,12,74,TENDL,2011
JEFF,3.2,26,Fe,56,g,4,54,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,54,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,817,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,17,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,74,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,52,JEFF,3.1.2
JEFF,3.2,29,Cu,64,g,12,75,TENDL,2011
JEFF,3.2,17,Cl,35,g,6,601,JEFF,3.1
JEFF,3.2,17,Cl,35,g,6,602,ENDFB,7.0
JEFF,3.2,30,Zn,68,g,3,24,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,55,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,818,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,55,JEFF,3.1
JEFF,3.2,30,Zn,64,g,3,75,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,22,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,25,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,91,JEFF,3.2
JEFF,3.2,29,Cu,64,g,12,76,TENDL,2011
JEFF,3.2,17,Cl,35,g,6,603,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,56,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,56,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,819,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,5,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,76,JEFF,3.2
JEFF,3.2,29,Cu,64,g,12,77,TENDL,2011
JEFF,3.2,26,Fe,56,g,4,57,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,57,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,821,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,604,ENDFB,7.0
JEFF,3.2,29,Cu,66,g,6,11,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,77,JEFF,3.2
JEFF,3.2,29,Cu,64,g,12,78,TENDL,2011
JEFF,3.2,30,Zn,68,g,3,29,JEFF,3.2
JEFF,3.2,34,Se,79,g,2,151,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,102,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,822,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,58,JEFF,3.1
JEFF,3.2,30,Zn,64,g,3,78,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,58,JEFF,3.2
JEFF,3.2,29,Cu,64,g,12,79,TENDL,2011
JEFF,3.2,26,Fe,56,g,4,59,JEFF,3.1
JEFF,3.2,17,Cl,35,g,6,605,JEFF,3.1
JEFF,3.2,30,Zn,66,g,3,103,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,606,ENDFB,7.0
JEFF,3.2,30,Zn,68,g,3,28,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,16,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,823,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,59,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,104,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,79,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,51,TENDL,2009
JEFF,3.2,26,Fe,56,g,4,61,JEFF,3.1
JEFF,3.2,30,Zn,68,g,3,32,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,607,ENDFB,7.0
JEFF,3.2,30,Zn,67,g,3,61,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,52,TENDL,2009
JEFF,3.2,25,Mn,55,g,3,824,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,105,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,17,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,34,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,62,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,33,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,608,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,62,JEFF,3.1
JEFF,3.2,25,Mn,55,g,3,825,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,91,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,22,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,53,TENDL,2009
JEFF,3.2,30,Zn,66,g,3,106,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,63,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,63,JEFF,3.1
JEFF,3.2,30,Zn,68,g,3,37,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,24,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,609,ENDFB,7.0
JEFF,3.2,25,Mn,55,g,3,826,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,107,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,25,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,108,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,41,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,64,JEFF,3.1
JEFF,3.2,29,Cu,64,g,14,54,TENDL,2009
JEFF,3.2,30,Zn,67,g,3,64,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,611,ENDFB,7.0
JEFF,3.2,30,Zn,64,g,3,102,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,827,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,42,JEFF,3.2
JEFF,3.2,30,Zn,70,g,1,451,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,55,TENDL,2009
JEFF,3.2,30,Zn,67,g,3,65,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,103,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,828,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,65,JEFF,3.1
JEFF,3.2,17,Cl,35,g,6,612,ENDFB,7.0
JEFF,3.2,30,Zn,66,g,3,112,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,111,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,28,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,44,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,29,JEFF,3.2
JEFF,3.2,30,Zn,70,g,2,151,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,66,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,56,TENDL,2009
JEFF,3.2,26,Fe,56,g,4,66,JEFF,3.1
JEFF,3.2,30,Zn,70,g,3,1,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,104,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,613,ENDFB,7.0
JEFF,3.2,25,Mn,55,g,3,829,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,45,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,115,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,57,TENDL,2009
JEFF,3.2,30,Zn,66,g,3,116,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,105,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,614,ENDFB,7.0
JEFF,3.2,30,Zn,70,g,3,2,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,67,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,67,JEFF,3.2
JEFF,3.2,25,Mn,55,g,3,831,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,32,JEFF,3.2
JEFF,3.2,30,Zn,66,g,3,117,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,3,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,58,TENDL,2009
JEFF,3.2,17,Cl,35,g,6,615,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,68,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,68,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,106,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,33,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,51,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,59,TENDL,2009
JEFF,3.2,26,Fe,56,g,4,69,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,71,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,616,ENDFB,7.0
JEFF,3.2,30,Zn,64,g,3,107,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,4,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,69,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,34,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,108,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,5,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,11,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,61,TENDL,2009
JEFF,3.2,30,Zn,68,g,3,52,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,71,JEFF,3.1
JEFF,3.2,17,Cl,35,g,6,617,ENDFB,7.0
JEFF,3.2,30,Zn,66,g,4,2,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,51,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,72,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,53,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,111,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,618,ENDFB,7.0
JEFF,3.2,29,Cu,64,g,14,62,TENDL,2009
JEFF,3.2,29,Cu,66,g,6,37,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,72,JEFF,3.1
JEFF,3.2,30,Zn,64,g,3,112,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,52,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,73,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,619,ENDFB,7.0
JEFF,3.2,30,Zn,68,g,3,54,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,63,TENDL,2009
JEFF,3.2,30,Zn,64,g,3,115,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,16,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,73,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,74,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,51,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,41,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,2,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,116,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,53,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,55,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,621,ENDFB,7.0
JEFF,3.2,29,Cu,66,g,6,42,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,52,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,17,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,64,TENDL,2009
JEFF,3.2,30,Zn,68,g,3,56,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,74,JEFF,3.1
JEFF,3.2,30,Zn,66,g,4,54,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,75,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,44,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,622,ENDFB,7.0
JEFF,3.2,25,Mn,55,g,4,53,JEFF,3.2
JEFF,3.2,30,Zn,64,g,3,117,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,65,TENDL,2009
JEFF,3.2,30,Zn,67,g,3,76,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,22,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,75,JEFF,3.1
JEFF,3.2,30,Zn,68,g,3,57,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,55,JEFF,3.2
JEFF,3.2,24,Cr,54,g,1,451,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,24,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,45,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,623,ENDFB,7.0
JEFF,3.2,30,Zn,64,g,4,2,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,76,JEFF,3.1
JEFF,3.2,25,Mn,55,g,4,54,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,66,TENDL,2009
JEFF,3.2,30,Zn,68,g,3,58,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,77,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,25,JEFF,3.2
JEFF,3.2,24,Cr,54,g,2,151,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,51,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,56,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,624,ENDFB,7.0
JEFF,3.2,25,Mn,55,g,4,55,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,77,JEFF,3.1
JEFF,3.2,31,Ga,69,g,1,451,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,5,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,1,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,67,TENDL,2009
JEFF,3.2,30,Zn,66,g,4,57,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,59,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,78,JEFF,3.2
JEFF,3.2,31,Ga,69,g,2,151,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,52,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,2,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,56,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,91,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,78,JEFF,3.1
JEFF,3.2,31,Ga,71,g,1,451,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,625,ENDFB,7.0
JEFF,3.2,30,Zn,70,g,3,28,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,68,TENDL,2009
JEFF,3.2,26,Fe,56,g,4,79,JEFF,3.1
JEFF,3.2,30,Zn,66,g,4,58,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,79,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,53,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,61,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,1,JEFF,3.2
JEFF,3.2,31,Ga,71,g,2,151,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,57,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,102,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,626,ENDFB,7.0
JEFF,3.2,30,Zn,70,g,3,32,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,59,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,69,TENDL,2009
JEFF,3.2,30,Zn,68,g,3,62,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,2,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,1,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,3,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,81,JEFF,3.1
JEFF,3.2,30,Zn,64,g,4,54,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,627,ENDFB,7.0
JEFF,3.2,29,Cu,66,g,6,103,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,51,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,33,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,34,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,58,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,3,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,2,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,91,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,61,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,63,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,71,TENDL,2011
JEFF,3.2,30,Zn,64,g,4,55,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,104,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,628,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,82,JEFF,3.1
JEFF,3.2,25,Mn,55,g,4,59,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,52,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,37,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,72,TENDL,2011
JEFF,3.2,26,Fe,56,g,4,601,JEFF,3.1
JEFF,3.2,31,Ga,69,g,3,5,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,62,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,56,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,4,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,102,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,64,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,105,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,11,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,629,ENDFB,7.0
JEFF,3.2,30,Zn,70,g,3,41,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,61,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,103,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,65,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,73,TENDL,2011
JEFF,3.2,29,Cu,66,g,6,106,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,53,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,602,JEFF,3.1
JEFF,3.2,30,Zn,66,g,4,63,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,54,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,5,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,57,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,4,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,649,ENDFB,7.0
JEFF,3.2,24,Cr,54,g,3,55,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,11,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,42,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,62,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,74,TENDL,2011
JEFF,3.2,26,Fe,56,g,4,603,JEFF,3.1
JEFF,3.2,30,Zn,68,g,3,66,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,104,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,64,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,107,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,651,ENDFB,7.0
JEFF,3.2,30,Zn,64,g,4,58,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,604,JEFF,3.1
JEFF,3.2,30,Zn,70,g,3,44,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,57,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,56,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,75,TENDL,2011
JEFF,3.2,30,Zn,66,g,4,65,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,108,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,63,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,17,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,67,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,105,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,59,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,16,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,652,ENDFB,7.0
JEFF,3.2,30,Zn,70,g,3,45,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,605,JEFF,3.1
JEFF,3.2,30,Zn,66,g,4,66,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,58,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,76,TENDL,2011
JEFF,3.2,25,Mn,55,g,4,64,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,68,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,106,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,16,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,24,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,111,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,653,ENDFB,7.0
JEFF,3.2,30,Zn,64,g,4,61,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,65,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,606,JEFF,3.1
JEFF,3.2,30,Zn,67,g,3,107,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,59,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,67,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,25,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,69,JEFF,3.2
JEFF,3.2,29,Cu,64,g,14,77,TENDL,2011
JEFF,3.2,30,Zn,64,g,4,62,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,112,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,22,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,51,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,17,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,67,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,108,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,654,ENDFB,7.0
JEFF,3.2,30,Zn,68,g,3,71,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,607,JEFF,3.1
JEFF,3.2,29,Cu,64,g,14,78,TENDL,2011
JEFF,3.2,24,Cr,54,g,3,61,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,22,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,68,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,115,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,66,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,24,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,63,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,25,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,52,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,68,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,608,JEFF,3.1
JEFF,3.2,30,Zn,68,g,3,72,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,69,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,62,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,111,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,29,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,655,JEFF,3.1
JEFF,3.2,29,Cu,64,g,14,79,TENDL,2011
JEFF,3.2,30,Zn,66,g,4,71,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,53,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,69,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,116,JEFF,3.2
JEFF,3.2,32,Ge,70,g,1,451,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,64,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,112,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,28,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,656,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,609,JEFF,3.1
JEFF,3.2,30,Zn,64,g,4,65,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,54,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,115,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,73,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,72,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,63,JEFF,3.2
JEFF,3.2,29,Cu,66,g,6,117,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,71,JEFF,3.2
JEFF,3.2,32,Ge,70,g,2,151,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,657,ENDFB,7.0
JEFF,3.2,31,Ga,71,g,3,29,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,611,JEFF,3.1
JEFF,3.2,29,Cu,64,g,32,151,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,55,JEFF,3.2
JEFF,3.2,32,Ge,70,g,3,1,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,74,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,66,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,64,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,28,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,72,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,73,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,116,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,33,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,32,JEFF,3.2
JEFF,3.2,29,Cu,66,g,8,5,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,658,ENDFB,7.0
JEFF,3.2,29,Cu,64,g,33,1,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,612,JEFF,3.1
JEFF,3.2,32,Ge,70,g,3,2,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,67,JEFF,3.2
JEFF,3.2,32,Ge,70,g,3,3,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,75,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,34,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,65,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,56,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,73,JEFF,3.2
JEFF,3.2,30,Zn,67,g,3,117,JEFF,3.2
JEFF,3.2,29,Cu,66,g,8,22,TENDL,2011
JEFF,3.2,32,Ge,72,g,1,451,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,32,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,74,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,659,ENDFB,7.0
JEFF,3.2,26,Fe,56,g,4,613,JEFF,3.1
JEFF,3.2,31,Ga,71,g,3,33,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,68,JEFF,3.2
JEFF,3.2,29,Cu,66,g,8,25,JEFF,3.2
JEFF,3.2,29,Cu,64,g,33,2,JEFF,3.2
JEFF,3.2,30,Zn,70,g,3,57,JEFF,3.2
JEFF,3.2,32,Ge,72,g,2,151,JEFF,3.2
JEFF,3.2,30,Zn,68,g,3,76,JEFF,3.2
JEFF,3.2,25,Mn,55,g,4,74,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,66,JEFF,3.2
JEFF,3.2,30,Zn,66,g,4,75,JEFF,3.2
JEFF,3.2,31,Ga,69,g,3,41,JEFF,3.2
JEFF,3.2,31,Ga,71,g,3,34,JEFF,3.2
JEFF,3.2,29,Cu,64,g,33,3,JEFF,3.2
JEFF,3.2,17,Cl,35,g,6,661,ENDFB,7.0
JEFF,3.2,32,Ge,70,g,3,5,JEFF,3.2
JEFF,3.2,32,Ge,72,g,3,1,JEFF,3.2
JEFF,3.2,32,Ge,70,g,3,4,JEFF,3.2
JEFF,3.2,24,Cr,54,g,3,67,JEFF,3.2
JEFF,3.2,26,Fe,56,g,4,801,JEFF,3.1
JEFF,3.2,29,Cu,66,g,8,29,JEFF,3.2
JEFF,3.2,30,Zn,64,g,4,69,JEFF,3.2
